Date,City,District,Amount,Currency,Property,Seller,Area,Rooms,Bathrooms,Parking,Garden,Balcony,Terrace,Floor,New,Estate,Townhouse,Apartment,Land,Studio,Title,Description
2023-02-08,kraków,,514689.8,pln,flat,realtor,75.73,3,1.0,,False,False,False,False,True,False,False,False,False,False,Flat | 3 rooms | 75m²,Beautiful property with new construction
2023-09-26,kraków,,1039144.74,pln,flat,realtor,98.48,3,1.0,,True,False,False,False,False,False,False,False,False,False,Flat | 3 rooms | 98m²,Beautiful property with garden
2022-12-23,kraków,,820427.52,pln,house,,85.43,4,2.0,,False,True,False,False,False,False,False,False,False,False,House | 4 rooms | 85m²,Beautiful property with balcony
2024-08-10,kraków,stare miasto,948207.58,pln,flat,realtor,86.41,3,1.0,garage,False,True,False,False,False,False,False,False,False,False,Flat | 3 rooms | 86m² | Stare Miasto,Beautiful property with balcony
2023-11-18,kraków,nowa huta,811104.94,pln,flat,realtor,84.05,3,,garage,False,False,False,False,False,False,False,False,False,False,Flat | 3 rooms | 84m² | Nowa Huta,Well-maintained property in great location
2022-05-30,kraków,borek falecki,446520.1,pln,flat,realtor,38.1,2,1.0,,False,False,False,False,True,False,False,False,False,False,Flat | 2 rooms | 38m² | Borek Falecki,Beautiful property with new construction
2022-08-07,kraków,,980382.26,pln,flat,realtor,79.83,3,1.0,,False,False,True,True,False,False,False,False,True,False,Flat | 3 rooms | 79m²,
2022-10-01,kraków,biezanow,529405.03,pln,flat,realtor,29.47,1,1.0,street,False,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 29m² | Biezanow,Well-maintained property in great location
2024-10-30,kraków,bienczyce,470372.93,pln,flat,realtor,26.36,1,1.0,street,False,False,False,False,False,True,False,False,False,False,Flat | 1 rooms | 26m² | Bienczyce,Well-maintained property in great location
2023-07-22,kraków,debniki,1122386.94,pln,flat,realtor,112.44,4,1.0,,False,False,False,False,False,False,False,True,False,False,Flat | 4 rooms | 112m² | Debniki,Well-maintained property in great location
2022-06-15,kraków,,434125.74,pln,flat,owner,40.44,1,1.0,,False,True,False,False,False,False,False,False,False,False,Flat | 1 rooms | 40m²,Beautiful property with balcony
2023-02-28,kraków,,532611.29,pln,flat,owner,44.73,2,1.0,,False,False,False,True,False,False,False,False,False,False,Flat | 2 rooms | 44m²,Well-maintained property in great location
2023-12-22,kraków,,790823.93,pln,flat,realtor,39.33,2,1.0,,False,False,False,False,True,True,True,False,True,False,Flat | 2 rooms | 39m²,Beautiful property with new construction
2024-09-26,kraków,borek falecki,409314.41,pln,flat,owner,44.65,2,,street,False,False,False,True,False,False,False,False,True,False,Flat | 2 rooms | 44m² | Borek Falecki,Well-maintained property in great location
2022-09-19,,nowa huta,690231.24,pln,flat,realtor,62.51,3,2.0,street,False,False,False,True,False,True,False,False,True,False,Flat | 3 rooms | 62m² | Nowa Huta,Well-maintained property in great location
2023-01-08,kraków,,502158.31,pln,flat,owner,40.13,2,,street,False,False,False,True,False,True,False,False,False,False,Flat | 2 rooms | 40m²,Well-maintained property in great location
2023-06-01,kraków,grzegorzki,588024.72,pln,flat,,79.2,4,2.0,no parking,False,False,False,True,True,False,False,False,False,True,Flat | 4 rooms | 79m² | Grzegorzki,Beautiful property with new construction
2022-03-24,kraków,borek falecki,447884.68,pln,flat,,43.57,2,,,False,False,False,False,True,False,False,False,False,False,Flat | 2 rooms | 43m² | Borek Falecki,Beautiful property with new construction
2023-03-23,kraków,,576797.82,pln,flat,realtor,63.2,3,,street,False,False,False,True,False,False,False,False,False,False,Flat | 3 rooms | 63m²,
2023-09-30,kraków,,1016894.92,pln,house,realtor,157.19,4,,no parking,False,True,False,False,False,False,False,True,False,True,House | 4 rooms | 157m²,
2023-05-13,kraków,podgorze,769180.98,pln,flat,realtor,51.09,3,1.0,,False,False,False,False,False,False,False,False,True,False,Flat | 3 rooms | 51m² | Podgorze,Well-maintained property in great location
2024-05-27,kraków,,805014.95,pln,house,,54.83,3,1.0,,False,True,False,True,False,True,False,False,False,False,House | 3 rooms | 54m²,Beautiful property with balcony
2024-07-30,kraków,pradnik bialy,588322.04,pln,flat,realtor,25.33,1,1.0,,False,False,False,True,False,False,False,False,False,False,Flat | 1 rooms | 25m² | Pradnik Bialy,Well-maintained property in great location
2024-06-11,kraków,lagiewniki,710107.61,pln,house,realtor,62.75,3,,garage,False,True,False,False,False,False,False,False,True,True,House | 3 rooms | 62m² | Lagiewniki,Beautiful property with balcony
2024-02-16,kraków,zwierzyniec,761717.0,pln,flat,realtor,24.24,1,,,True,False,False,True,True,False,False,False,False,False,Flat | 1 rooms | 24m² | Zwierzyniec,"Beautiful property with garden, new construction"
2023-07-20,kraków,prokocim,1151142.21,pln,house,realtor,202.66,5,,,False,False,False,False,False,False,False,False,True,False,House | 5 rooms | 202m² | Prokocim,Well-maintained property in great location
2024-10-02,kraków,,636317.21,pln,flat,realtor,64.65,3,,,False,True,False,False,True,False,False,False,False,False,Flat | 3 rooms | 64m²,"Beautiful property with balcony, new construction"
2023-12-06,kraków,czyzyny,516291.77,pln,flat,realtor,27.75,1,,,False,False,False,False,False,False,False,False,True,False,Flat | 1 rooms | 27m² | Czyzyny,Well-maintained property in great location
2022-09-02,kraków,bienczyce,786898.06,pln,flat,realtor,90.35,4,1.0,garage,False,False,True,False,False,False,False,False,False,False,Flat | 4 rooms | 90m² | Bienczyce,Beautiful property with terrace
2023-08-03,,krowodrza,1232714.02,pln,house,realtor,135.67,4,,,False,False,False,False,False,False,False,False,False,False,House | 4 rooms | 135m² | Krowodrza,
2022-04-22,kraków,mistrzejowice,510682.16,pln,flat,owner,36.1,2,,,False,True,False,False,False,False,False,False,True,False,Flat | 2 rooms | 36m² | Mistrzejowice,Beautiful property with balcony
2024-06-21,kraków,pradnik czerwony,522405.89,pln,flat,realtor,39.45,2,,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 39m² | Pradnik Czerwony,Well-maintained property in great location
2022-04-20,kraków,lagiewniki,658433.38,pln,flat,realtor,22.1,1,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 22m² | Lagiewniki,Well-maintained property in great location
2023-04-08,kraków,,768024.91,pln,house,realtor,67.16,3,1.0,,False,False,False,True,False,False,False,False,False,False,House | 3 rooms | 67m²,
2022-07-23,,,699509.8,pln,house,realtor,40.0,1,,,True,False,False,False,False,False,False,False,True,False,House | 1 rooms | 40m²,
2024-07-11,kraków,podgorze,863969.62,pln,flat,realtor,54.65,3,,,False,True,False,True,True,True,False,False,True,False,Flat | 3 rooms | 54m² | Podgorze,"Beautiful property with balcony, new construction"
2023-06-26,kraków,grzegorzki,703039.03,pln,flat,realtor,53.61,3,1.0,,False,False,False,True,True,False,False,False,False,False,Flat | 3 rooms | 53m² | Grzegorzki,Beautiful property with new construction
2022-10-19,kraków,,802511.05,pln,flat,realtor,46.06,2,,,False,False,False,False,False,True,False,False,False,False,Flat | 2 rooms | 46m²,Well-maintained property in great location
2024-04-04,,podgorze,683011.29,pln,flat,realtor,20.0,1,1.0,,True,False,False,False,False,False,False,False,True,False,Flat | 1 rooms | 20m² | Podgorze,Beautiful property with garden
2022-07-07,kraków,podgorze duchackie,901289.25,pln,house,realtor,121.84,6,2.0,,False,True,False,True,False,False,False,False,False,False,House | 6 rooms | 121m² | Podgorze Duchackie,Beautiful property with balcony
2022-12-25,kraków,krowodrza,948406.95,pln,flat,realtor,62.65,3,1.0,,False,False,False,False,False,True,False,False,False,False,Flat | 3 rooms | 62m² | Krowodrza,
2023-12-14,kraków,,938232.43,pln,flat,realtor,81.59,3,,,True,False,False,True,True,False,False,False,False,False,Flat | 3 rooms | 81m²,"Beautiful property with garden, new construction"
2022-03-17,kraków,,1874850.83,pln,house,realtor,349.15,4,,,False,False,False,False,True,False,False,False,False,False,House | 4 rooms | 349m²,Beautiful property with new construction
2024-08-04,kraków,,750903.25,pln,house,realtor,73.1,3,,,True,False,False,False,False,False,False,False,False,False,House | 3 rooms | 73m²,Beautiful property with garden
2023-08-13,kraków,lagiewniki,835205.79,pln,flat,realtor,74.7,3,,,True,False,False,False,True,False,False,False,True,True,Flat | 3 rooms | 74m² | Lagiewniki,"Beautiful property with garden, new construction"
2024-04-15,kraków,biezanow,571187.75,pln,flat,realtor,25.21,1,1.0,,False,True,False,False,False,False,False,False,True,False,Flat | 1 rooms | 25m² | Biezanow,Beautiful property with balcony
2024-11-08,kraków,,1169363.3,pln,flat,realtor,41.37,1,1.0,,False,True,False,True,False,True,False,True,False,False,Flat | 1 rooms | 41m²,Beautiful property with balcony
2022-10-07,,,1279167.74,pln,house,realtor,285.07,5,4.0,street,False,False,False,False,True,False,False,False,False,False,House | 5 rooms | 285m²,Beautiful property with new construction
2023-09-04,kraków,prokocim,524006.93,pln,flat,realtor,49.5,2,1.0,,False,True,False,False,True,False,False,False,False,False,Flat | 2 rooms | 49m² | Prokocim,"Beautiful property with balcony, new construction"
2024-02-12,kraków,,610891.3,pln,flat,realtor,40.78,2,,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 40m²,
2024-08-26,kraków,bronowice,609935.61,pln,flat,realtor,40.15,2,,street,False,False,False,True,False,False,False,False,False,False,Flat | 2 rooms | 40m² | Bronowice,
2024-10-25,,,1047987.39,pln,house,realtor,130.67,4,,,False,True,False,True,True,True,False,False,False,False,House | 4 rooms | 130m²,
2022-11-13,kraków,wzgorza krzeslawickie,606205.03,pln,flat,realtor,71.87,3,,,False,False,False,False,True,False,False,False,False,False,Flat | 3 rooms | 71m² | Wzgorza Krzeslawickie,Beautiful property with new construction
2024-12-28,kraków,,618023.44,pln,flat,realtor,37.78,2,1.0,garage,False,True,False,False,False,False,False,False,False,False,Flat | 2 rooms | 37m²,Beautiful property with balcony
2023-08-12,,podgorze,709729.39,pln,flat,realtor,49.26,2,1.0,street,False,False,False,False,True,True,False,False,False,False,Flat | 2 rooms | 49m² | Podgorze,Beautiful property with new construction
2022-03-01,kraków,bienczyce,314512.2,pln,flat,owner,39.76,2,,,False,False,False,True,True,False,False,False,True,False,Flat | 2 rooms | 39m² | Bienczyce,Beautiful property with new construction
2022-12-15,kraków,debniki,1089114.72,pln,flat,realtor,147.04,5,,,False,False,True,False,True,False,False,False,True,False,Flat | 5 rooms | 147m² | Debniki,"Beautiful property with terrace, new construction"
2024-07-30,kraków,,648635.03,pln,flat,realtor,30.76,2,1.0,street,True,True,False,False,True,True,True,False,False,False,Flat | 2 rooms | 30m²,"Beautiful property with garden, balcony, new construction"
2023-09-05,kraków,borek falecki,389557.89,pln,flat,realtor,32.5,1,,,False,False,False,True,True,False,False,False,False,False,Flat | 1 rooms | 32m² | Borek Falecki,Beautiful property with new construction
2024-01-06,kraków,pradnik czerwony,583183.97,pln,flat,realtor,45.01,2,,no parking,False,False,False,True,True,False,False,False,False,False,Flat | 2 rooms | 45m² | Pradnik Czerwony,Beautiful property with new construction
2022-04-11,,czyzyny,737203.21,pln,flat,realtor,60.24,2,1.0,street,False,False,False,False,False,True,False,True,False,False,Flat | 2 rooms | 60m² | Czyzyny,Well-maintained property in great location
2023-01-25,kraków,podgorze,1051477.52,pln,flat,realtor,183.62,5,4.0,street,False,False,False,False,True,False,False,False,True,False,Flat | 5 rooms | 183m² | Podgorze,Beautiful property with new construction
2023-09-25,kraków,,650147.46,pln,flat,realtor,71.66,3,,street,False,False,True,False,True,False,False,False,False,False,Flat | 3 rooms | 71m²,"Beautiful property with terrace, new construction"
2024-01-20,kraków,podgorze,795703.23,pln,house,realtor,45.47,1,1.0,garage,True,False,True,True,True,False,False,False,False,False,House | 1 rooms | 45m² | Podgorze,"Beautiful property with garden, terrace, new construction"
2023-11-25,kraków,bienczyce,895753.67,pln,flat,realtor,140.16,5,,,False,False,False,True,True,False,False,False,False,False,Flat | 5 rooms | 140m² | Bienczyce,Beautiful property with new construction
2024-01-20,kraków,,506664.15,pln,flat,realtor,20.0,1,,,False,False,False,False,False,False,False,False,True,False,Flat | 1 rooms | 20m²,Well-maintained property in great location
2024-01-31,kraków,,1156861.84,pln,flat,realtor,128.29,4,,,False,True,True,False,True,False,False,False,False,False,Flat | 4 rooms | 128m²,
2024-08-08,,,670837.06,pln,flat,realtor,38.31,1,1.0,no parking,True,False,False,False,False,False,False,False,True,False,Flat | 1 rooms | 38m²,
2022-10-05,kraków,,488931.53,pln,flat,realtor,47.56,1,1.0,,False,False,False,True,False,False,False,True,False,True,Flat | 1 rooms | 47m²,Well-maintained property in great location
2022-07-22,kraków,lagiewniki,785090.59,pln,house,realtor,51.68,3,1.0,street,True,False,False,False,False,False,False,False,True,False,House | 3 rooms | 51m² | Lagiewniki,Beautiful property with garden
2024-01-13,kraków,grzegorzki,605345.54,pln,flat,realtor,33.38,1,1.0,,False,True,False,False,False,True,False,False,True,False,Flat | 1 rooms | 33m² | Grzegorzki,
2024-07-20,kraków,,431517.29,pln,flat,realtor,20.0,1,1.0,,False,False,False,False,True,False,False,False,True,False,Flat | 1 rooms | 20m²,Beautiful property with new construction
2023-02-25,kraków,bienczyce,760388.95,pln,flat,realtor,110.32,5,,street,True,False,False,True,False,False,False,False,False,False,Flat | 5 rooms | 110m² | Bienczyce,Beautiful property with garden
2022-01-06,kraków,krowodrza,723621.72,pln,flat,realtor,34.33,2,2.0,garage,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 34m² | Krowodrza,
2024-01-04,kraków,,959740.73,pln,flat,realtor,75.86,4,,,False,True,False,True,False,False,False,False,False,False,Flat | 4 rooms | 75m²,Beautiful property with balcony
2024-09-02,kraków,,758012.55,pln,flat,realtor,50.15,3,2.0,,True,False,False,True,True,False,False,False,False,False,Flat | 3 rooms | 50m²,"Beautiful property with garden, new construction"
2024-12-03,kraków,pradnik bialy,655173.57,pln,flat,realtor,54.39,3,,street,False,False,False,True,False,False,False,False,False,False,Flat | 3 rooms | 54m² | Pradnik Bialy,Well-maintained property in great location
2024-06-27,kraków,,529000.44,pln,flat,,20.0,1,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 20m²,Well-maintained property in great location
2024-12-22,kraków,pradnik bialy,1093951.43,pln,flat,realtor,77.17,3,1.0,,True,False,False,False,False,False,False,True,False,False,Flat | 3 rooms | 77m² | Pradnik Bialy,Beautiful property with garden
2023-03-17,kraków,zwierzyniec,772572.64,pln,flat,realtor,20.0,1,1.0,,False,False,True,False,True,False,False,False,False,False,Flat | 1 rooms | 20m² | Zwierzyniec,"Beautiful property with terrace, new construction"
2023-06-07,kraków,,805989.86,pln,flat,,77.97,3,2.0,garage,True,False,False,True,True,True,False,False,False,False,Flat | 3 rooms | 77m²,"Beautiful property with garden, new construction"
2022-09-24,kraków,lagiewniki,670687.22,pln,flat,realtor,26.45,1,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 1 rooms | 26m² | Lagiewniki,Well-maintained property in great location
2022-04-16,,krowodrza,986747.12,pln,flat,realtor,69.32,3,,,False,False,False,False,False,False,False,False,False,False,Flat | 3 rooms | 69m² | Krowodrza,
2024-01-23,kraków,,512825.89,pln,flat,realtor,20.0,1,,,False,False,False,False,True,False,False,False,True,False,Flat | 1 rooms | 20m²,Beautiful property with new construction
2022-02-23,kraków,czyzyny,670504.85,pln,house,,40.0,2,1.0,,False,False,True,True,True,True,False,False,False,False,House | 2 rooms | 40m² | Czyzyny,"Beautiful property with terrace, new construction"
2023-01-07,,pradnik bialy,556359.39,pln,flat,realtor,45.37,2,1.0,garage,False,False,False,False,True,False,False,False,False,False,Flat | 2 rooms | 45m² | Pradnik Bialy,Beautiful property with new construction
2024-05-09,kraków,,805820.88,pln,flat,realtor,39.27,1,,street,True,False,False,True,False,False,False,True,False,False,Flat | 1 rooms | 39m²,
2022-04-12,kraków,,944514.77,pln,flat,realtor,62.36,3,1.0,,False,False,False,False,False,True,False,True,False,False,Flat | 3 rooms | 62m²,
2024-05-30,kraków,krowodrza,850164.55,pln,flat,realtor,32.92,2,2.0,,False,True,False,False,True,False,False,False,True,False,Flat | 2 rooms | 32m² | Krowodrza,
2023-02-23,kraków,,640554.4,pln,flat,realtor,25.73,1,,,False,True,False,True,False,True,False,False,False,False,Flat | 1 rooms | 25m²,
2024-02-18,kraków,,543940.24,pln,flat,realtor,56.03,2,1.0,,False,False,False,True,False,False,False,False,False,False,Flat | 2 rooms | 56m²,Well-maintained property in great location
2024-07-30,,krowodrza,916397.53,pln,house,realtor,102.27,4,2.0,no parking,False,True,False,True,False,False,False,False,False,False,House | 4 rooms | 102m² | Krowodrza,
2023-10-28,kraków,czyzyny,618032.33,pln,flat,realtor,49.54,2,1.0,,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 49m² | Czyzyny,Well-maintained property in great location
2024-03-31,kraków,,662289.74,pln,flat,realtor,41.81,2,,,False,False,False,False,True,False,False,False,True,False,Flat | 2 rooms | 41m²,
2024-11-10,kraków,swoszowice,545863.69,pln,flat,realtor,41.73,2,,garage,False,False,False,False,False,False,False,False,False,False,Flat | 2 rooms | 41m² | Swoszowice,Well-maintained property in great location
2022-12-22,kraków,biezanow,765888.36,pln,flat,realtor,70.05,3,1.0,street,False,False,False,False,False,True,True,False,False,False,Flat | 3 rooms | 70m² | Biezanow,Well-maintained property in great location
2024-07-08,kraków,swoszowice,646865.63,pln,flat,realtor,69.41,2,1.0,,False,False,False,True,True,False,False,False,True,False,Flat | 2 rooms | 69m² | Swoszowice,Beautiful property with new construction
2024-08-18,kraków,,1195173.97,pln,house,,108.84,5,,,False,False,False,False,False,False,True,False,True,False,House | 5 rooms | 108m²,
2023-08-11,kraków,krowodrza,1315736.46,pln,flat,realtor,143.56,5,3.0,,True,True,False,False,True,False,False,False,True,False,Flat | 5 rooms | 143m² | Krowodrza,"Beautiful property with garden, balcony, new construction"
2022-03-26,kraków,zwierzyniec,1136512.16,pln,flat,realtor,36.49,2,1.0,,False,True,False,False,False,False,False,True,False,False,Flat | 2 rooms | 36m² | Zwierzyniec,
2023-12-05,,,670907.61,pln,flat,,36.15,2,1.0,garage,False,False,False,False,False,True,False,False,False,False,Flat | 2 rooms | 36m²,Well-maintained property in great location
2024-01-16,kraków,,968077.13,pln,flat,realtor,87.58,3,1.0,,False,True,False,True,True,False,False,True,False,False,Flat | 3 rooms | 87m²,
2022-07-13,kraków,,767199.52,pln,flat,realtor,57.01,3,,garage,False,False,True,False,False,False,False,False,True,False,Flat | 3 rooms | 57m²,
2022-10-17,,,1002429.23,pln,house,realtor,150.98,5,2.0,,False,False,False,False,False,False,False,False,True,False,House | 5 rooms | 150m²,Well-maintained property in great location
2023-11-04,kraków,zwierzyniec,770182.71,pln,flat,realtor,68.25,3,2.0,street,False,False,False,True,True,False,False,False,False,False,Flat | 3 rooms | 68m² | Zwierzyniec,Beautiful property with new construction
2024-01-12,kraków,,580592.33,pln,house,realtor,40.0,2,1.0,no parking,False,True,True,True,False,False,False,False,False,True,House | 2 rooms | 40m²,
2023-08-29,,,566506.08,pln,flat,realtor,27.71,1,1.0,street,False,False,False,False,True,True,False,False,True,False,Flat | 1 rooms | 27m²,Beautiful property with new construction
2022-09-26,kraków,,780879.5,pln,flat,realtor,56.82,3,,,True,False,False,False,False,False,False,True,True,False,Flat | 3 rooms | 56m²,
2024-01-17,kraków,,486723.55,pln,flat,realtor,35.32,2,2.0,garage,False,False,False,False,True,False,False,False,True,False,Flat | 2 rooms | 35m²,Beautiful property with new construction
2024-08-18,,,1185112.75,pln,flat,realtor,88.42,3,1.0,,False,True,False,False,False,True,False,True,False,False,Flat | 3 rooms | 88m²,Beautiful property with balcony
2024-05-07,,zwierzyniec,827449.93,pln,house,realtor,80.18,4,1.0,,False,False,False,False,False,True,False,False,True,True,House | 4 rooms | 80m² | Zwierzyniec,Well-maintained property in great location
2022-07-30,kraków,czyzyny,644166.83,pln,house,realtor,114.55,5,,,False,False,False,True,False,False,False,False,True,True,House | 5 rooms | 114m² | Czyzyny,Well-maintained property in great location
